,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
41,2016-04-15,일곱 번째 감각 The 7th Sense,NCT U,"일곱 번째 감각 The 7th Sense (Sung by TAEYONG, MARK, JAEHYUN, DOYOUNG, TEN)",0,108.08,0.682,0.502,8.45e-06,0.218,k-pop
42,2016-06-09,EX'ACT - The 3rd Album,EXO,Lucky One,1,120.951,0.731,0.787,0.0,0.799,k-pop
43,2016-06-09,EX'ACT - The 3rd Album,EXO,Monster,2,150.0,0.618,0.76,0.0,0.541,k-pop
44,2016-06-09,EX'ACT - The 3rd Album,EXO,Artificial Love,0,114.181,0.639,0.786,0.0,0.772,k-pop
45,2016-06-09,EX'ACT - The 3rd Album,EXO,They Never Know,0,129.896,0.611,0.796,0.0,0.485,k-pop
46,2016-06-09,EX'ACT - The 3rd Album,EXO,Lucky One - Chinese Version,0,121.058,0.715,0.787,0.0,0.776,k-pop
47,2016-06-09,EX'ACT - The 3rd Album,EXO,Monster - Chinese Version,0,149.965,0.616,0.778,0.0,0.466,k-pop
48,2016-06-09,EX'ACT - The 3rd Album,EXO,Artificial Love - Chinese Version,0,114.051,0.659,0.791,0.0,0.767,k-pop
49,2016-06-09,EX'ACT - The 3rd Album,EXO,They Never Know - Chinese Version,0,130.55,0.484,0.811,0.0,0.38,k-pop
50,2016-06-11,EX'ACT - The 3rd Album,EXO,Heaven,0,91.982,0.696,0.844,0.0,0.761,k-pop
51,2016-06-11,EX'ACT - The 3rd Album,EXO,Heaven - Chinese Version,0,91.947,0.66,0.863,0.0,0.763,k-pop
52,2016-07-21,NCT #127 - The 1st Mini Album,NCT 127,소방차 Fire Truck,1,110.006,0.724,0.976,1.3e-05,0.626,k-pop
53,2016-08-06,I'm Not Sorry,DEAN,I'm Not Sorry,61,129.014,0.577,0.751,0.0,0.506,k-pop
54,2016-08-17,LOTTO - The 3rd Album Repackage,EXO,Lotto,1,99.996,0.798,0.867,0.0,0.702,k-pop
55,2016-08-17,LOTTO - The 3rd Album Repackage,EXO,꿈 She’s Dreaming,0,72.496,0.59,0.639,0.0,0.462,k-pop
56,2016-08-17,LOTTO - The 3rd Album Repackage,EXO,Can’t Bring Me Down,0,87.003,0.597,0.938,0.0,0.743,k-pop
57,2016-08-17,LOTTO - The 3rd Album Repackage,EXO,Lotto - Chinese Version,0,99.966,0.817,0.861,0.0,0.708,k-pop
58,2016-08-17,LOTTO - The 3rd Album Repackage,EXO,Can’t Bring Me Down - Chinese Version,0,86.993,0.601,0.929,0.0,0.751,k-pop
59,2016-08-17,LOTTO - The 3rd Album Repackage,EXO,梦 She’s Dreaming - Chinese Version,0,145.06,0.58,0.646,0.0,0.514,k-pop
60,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,The One,0,132.943,0.665,0.861,0.0,0.717,k-pop
61,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,Hey Mama!,0,118.919,0.532,0.859,0.0,0.934,k-pop
62,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,Rhythm After Summer,0,124.996,0.65,0.929,0.0,0.55,k-pop
63,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,Juliet,0,107.999,0.612,0.887,0.0,0.619,k-pop
64,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,Cherish,0,115.019,0.639,0.894,0.0,0.877,k-pop
65,2016-11-12,The 1st Mini Album ‘Ice Cream Cake’,Red Velvet,Automatic,0,179.938,0.598,0.604,0.0,0.707,k-pop
66,2016-11-12,Only One,BoA,Only One,0,90.027,0.641,0.645,0.000145,0.546,j-idol
67,2016-11-12,1 of 1 - The 5th Album,SHINee,투명 우산 Don’t Let Me Go,0,92.016,0.605,0.919,0.0,0.789,k-pop
68,2016-11-12,1 of 1 - The 5th Album,SHINee,SHIFT,0,124.973,0.731,0.875,0.0,0.698,k-pop
69,2016-12-23,"For Life - Winter Special Album, 2016",EXO,For Life,2,91.736,0.517,0.353,6.35e-06,0.265,k-pop
70,2016-12-23,"For Life - Winter Special Album, 2016",EXO,Falling For You,0,99.501,0.698,0.867,0.0,0.883,k-pop
71,2016-12-23,"For Life - Winter Special Album, 2016",EXO,What I Want For Christmas,3,189.052,0.327,0.527,0.0,0.142,k-pop
72,2016-12-23,"For Life - Winter Special Album, 2016",EXO,Twenty Four,0,124.959,0.779,0.811,0.0,0.306,k-pop
73,2016-12-23,"For Life - Winter Special Album, 2016",EXO,Winter Heat,0,121.971,0.753,0.851,0.0,0.516,k-pop
74,2016-12-23,"For Life - Winter Special Album, 2016",EXO,一生一事 For Life - Chinese version,0,183.827,0.389,0.35,7.32e-06,0.261,k-pop
75,2016-12-23,"For Life - Winter Special Album, 2016",EXO,亿万分之一的奇迹 Falling For You - Chinese version,0,99.518,0.727,0.836,0.0,0.928,k-pop
76,2016-12-23,"For Life - Winter Special Album, 2016",EXO,再续冬季 What I Want For Christmas - Chinese version,0,95.125,0.616,0.562,0.0,0.185,k-pop
77,2016-12-23,"For Life - Winter Special Album, 2016",EXO,二十四小时 Twenty Four - Chinese version,0,125.039,0.776,0.788,0.0,0.436,k-pop
78,2016-12-23,"For Life - Winter Special Album, 2016",EXO,暖冬 Winter Heat - Chinese version,0,121.951,0.737,0.876,0.0,0.474,k-pop
79,2017-01-08,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,無限的我 무한적아; LIMITLESS,0,78.216,0.614,0.747,0.0,0.538,k-pop
80,2017-01-10,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,Baby Don’t Like It 나쁜 짓,0,96.711,0.699,0.555,0.0,0.374,k-pop
81,2017-04-09,BADMAN,B.A.P,Coffee Shop,0,170.044,0.551,0.83,0.00193,0.572,k-pop
82,2017-04-09,130 Mood : TRBL,DEAN,21,56,109.93,0.686,0.73,0.0,0.576,k-pop
83,2017-04-09,The 1st Album 'XOXO' (Repackage),EXO,으르렁 Growl,1,89.99,0.681,0.814,0.0,0.876,k-pop
84,2017-04-09,The 1st Album 'XOXO' (Repackage),EXO,Lucky,0,127.964,0.63,0.957,0.0,0.282,k-pop
85,2017-04-09,The 1st Album 'XOXO' (Repackage),EXO,Wolf,0,140.111,0.622,0.902,0.0,0.409,k-pop
86,2017-04-09,Mama (The 1st Mini Album),EXO-K,Mama,1,90.015,0.629,0.963,0.0,0.528,k-pop
87,2017-04-09,Mama (The 1st Mini Album),EXO-K,History,0,110.856,0.753,0.808,0.000194,0.603,k-pop
88,2017-04-09,Mama (The 1st Mini Album),EXO-M,Angel,0,168.073,0.451,0.807,0.0,0.63,chinese idol pop
89,2017-04-09,NCT #127 - The 1st Mini Album,NCT 127,Switch - Bonus Track,0,112.046,0.871,0.65,0.0,0.421,k-pop
90,2017-04-09,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,롤러코스터 Heartbreaker,0,154.809,0.497,0.893,0.0,0.687,k-pop
91,2017-04-09,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,Angel,0,105.056,0.785,0.624,0.0,0.673,k-pop
92,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Cherry Bomb,69,78.027,0.713,0.603,5.51e-06,0.799,k-pop
93,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Running 2 U,47,95.017,0.73,0.716,5.76e-06,0.276,k-pop
94,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,0 Mile,54,118.012,0.652,0.915,2.52e-05,0.849,k-pop
95,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Sun&Moon,54,98.464,0.507,0.605,2.54e-06,0.23,k-pop
96,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Whiplash,59,99.984,0.815,0.767,0.0,0.76,k-pop
97,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Summer 127,54,125.003,0.741,0.914,0.0,0.419,k-pop
98,2017-09-24,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Cherry Bomb - Performance Version,48,78.007,0.713,0.623,4.57e-06,0.779,k-pop
99,2017-09-24,TEEN TOP CLASS,Teen Top,Rocking,38,128.046,0.695,0.976,0.0,0.788,k-pop
100,2017-09-24,NATURAL BORN TEEN TOP,Teen Top,ah-ah,39,128.031,0.674,0.833,0.0,0.41,k-pop
101,2017-09-24,TEEN TOP 20'S LOVE TWO “?XITO”,Teen Top,I’m Sorry,33,180.066,0.623,0.84,0.0,0.898,k-pop
102,2017-09-24,TEEN TOP 20'S LOVE TWO “?XITO”,Teen Top,Missing,35,112.97,0.708,0.728,0.0,0.676,k-pop
103,2017-09-24,Shangri-La,VIXX,Shangri-La,49,77.565,0.604,0.729,0.0,0.584,k-pop
104,2017-09-24,Kratos,VIXX,The Closer,38,139.82,0.648,0.837,0.0,0.567,k-pop
105,2017-11-23,Perfect Velvet - The 2nd Album,Red Velvet,피카부 Peek-A-Boo,70,114.953,0.839,0.902,0.00257,0.639,k-pop
106,2017-11-23,MOVE - The 2nd Album,TAEMIN,Thirsty,56,105.017,0.67,0.653,0.0,0.493,k-pop
107,2017-11-23,MOVE - The 2nd Album,TAEMIN,MOVE,67,99.964,0.697,0.713,0.0,0.667,k-pop
108,2017-11-23,MOVE - The 2nd Album,TAEMIN,Stone Heart,44,139.878,0.637,0.643,0.0,0.431,k-pop
109,2017-11-23,THE POWER OF MUSIC– The 4th Album ‘THE WAR’ Repackage,EXO,Power,63,127.958,0.657,0.943,0.0,0.76,k-pop
110,2017-11-23,THE POWER OF MUSIC– The 4th Album ‘THE WAR’ Repackage,EXO,Sweet Lies,55,102.857,0.59,0.592,0.0,0.211,k-pop
111,2017-11-29,2nd Mini Album Whisper,VIXX LR,Whisper,43,100.031,0.751,0.795,0.0,0.592,k-pop
112,2017-11-29,Sherlock,SHINee,Sherlock (Clue + Note),0,107.013,0.64,0.937,0.0,0.316,k-pop
113,2017-11-29,GIRLS,EXO-CBX,Ka-CHING!,52,146.025,0.741,0.848,0.0,0.898,k-pop
114,2017-11-29,GIRLS,EXO-CBX,Girl Problems,33,110.997,0.717,0.947,0.0,0.818,k-pop
115,2017-11-29,GIRLS,EXO-CBX,Miss You,34,110.013,0.666,0.904,0.0,0.779,k-pop
116,2017-11-29,GIRLS,EXO-CBX,KING and QUEEN,36,149.96,0.642,0.906,0.0,0.804,k-pop
117,2018-03-14,NCT 2018 EMPATHY,NCT,BOSS,70,99.026,0.787,0.543,0.0,0.332,k-pop
118,2018-03-14,NCT 2018 EMPATHY,NCT,GO,62,131.985,0.76,0.928,0.0,0.673,k-pop
119,2018-03-14,NCT 2018 EMPATHY,NCT,TOUCH,63,93.126,0.595,0.806,0.0,0.616,k-pop
120,2018-03-14,NCT 2018 EMPATHY,NCT,YESTODAY,52,94.959,0.683,0.92,0.0,0.678,k-pop
121,2018-03-14,NCT 2018 EMPATHY,NCT,Black on Black,62,142.11,0.523,0.864,0.000454,0.247,k-pop
122,2018-03-14,NCT 2018 EMPATHY,NCT,일곱 번째 감각 The 7th Sense,61,108.08,0.682,0.502,8.45e-06,0.218,k-pop
123,2018-03-14,NCT 2018 EMPATHY,NCT,WITHOUT YOU,55,127.835,0.578,0.942,0.0,0.53,k-pop
124,2018-03-14,NCT 2018 EMPATHY,NCT,WITHOUT YOU - Chinese Version,39,128.021,0.578,0.947,0.0,0.516,k-pop
125,2018-03-14,NCT 2018 EMPATHY,NCT,몽중몽; Dream In A Dream,51,102.052,0.618,0.748,0.00225,0.367,k-pop
126,2018-03-14,NCT 2018 EMPATHY,NCT,YESTODAY - Extended Version [Bonus Track],46,95.014,0.68,0.888,0.0,0.633,k-pop
127,2018-04-26,달리,Hyolyn,달리,64,143.741,0.666,0.82,0.0,0.883,k-pop
128,2018-04-16,Blooming Days - The 2nd Mini Album,EXO-CBX,花요일 Blooming Day,62,117.975,0.735,0.736,0.0,0.813,k-pop
129,2018-04-16,Blooming Days - The 2nd Mini Album,EXO-CBX,내일 만나 Sweet Dreams!,43,114.984,0.651,0.718,0.0,0.67,k-pop
130,2018-04-16,Blooming Days - The 2nd Mini Album,EXO-CBX,Vroom Vroom,50,110.06,0.717,0.669,0.0,0.498,k-pop
131,2018-04-16,The Perfect Red Velvet - The 2nd Album Repackage,Red Velvet,Bad Boy,74,149.985,0.714,0.736,0.0,0.814,k-pop
132,2018-04-26,THE WAR - The 4th Album,EXO,전야 前夜 The Eve,69,135.104,0.636,0.702,0.0,0.516,k-pop
133,2018-04-26,THE WAR - The 4th Album,EXO,Ko Ko Bop,71,145.983,0.749,0.85,4.81e-05,0.672,k-pop
134,2018-04-26,THE WAR - The 4th Album,EXO,What U do?,54,110.182,0.526,0.828,0.0,0.663,k-pop
135,2018-04-26,THE WAR - The 4th Album,EXO,Forever,56,144.868,0.609,0.825,0.0,0.333,k-pop
136,2018-04-26,THE WAR - The 4th Album,EXO,다이아몬드 Diamond,54,132.074,0.734,0.76,0.0,0.367,k-pop
137,2018-04-26,THE WAR - The 4th Album,EXO,너의 손짓 Touch It,54,109.985,0.703,0.917,0.0,0.874,k-pop
138,2018-04-26,THE WAR - The 4th Album,EXO,소름 Chill,47,120.004,0.743,0.793,0.0,0.809,k-pop
139,2018-04-26,THE WAR - The 4th Album,EXO,기억을 걷는 밤 Walk On Memories,50,113.968,0.73,0.555,0.0,0.447,k-pop
140,2018-04-26,THE WAR - The 4th Album,EXO,내가 미쳐 Going Crazy,55,150.09,0.591,0.782,0.0,0.709,k-pop
141,2018-04-26,COUNTDOWN,EXO,Electric Kiss,56,101.538,0.681,0.964,4.25e-05,0.687,k-pop
142,2018-04-26,COUNTDOWN,EXO,Coming Over,43,111.977,0.648,0.981,0.0337,0.8,k-pop
143,2018-05-30,'The Story of Light' EP.1 - The 6th Album,SHINee,All Day All Night,39,130.022,0.631,0.832,0.0,0.628,k-pop
144,2018-05-30,'The Story of Light' EP.1 - The 6th Album,SHINee,Undercover,39,127.795,0.75,0.612,0.0,0.83,k-pop
145,2018-05-30,"ONE SHOT, TWO SHOT - The 1st Mini Album",BoA,"ONE SHOT, TWO SHOT",52,119.948,0.804,0.679,0.0,0.483,j-idol
146,2018-05-30,"ONE SHOT, TWO SHOT - The 1st Mini Album",BoA,NEGA DOLA,34,110.024,0.818,0.83,0.0015,0.864,j-idol
147,2018-05-30,MOVE-ing - The 2nd Album Repackage,TAEMIN,낮과 밤 Day and Night,44,91.926,0.592,0.728,0.0,0.464,k-pop
148,2018-05-30,Eau De Vixx,VIXX,Scentist,51,149.923,0.621,0.833,0.0,0.781,k-pop
149,2018-06-02,INSANE LOVE,SISTAR,I Like That,58,154.882,0.564,0.867,0.0,0.882,k-pop
150,2018-06-18,'The Story of Light' EP.2 - The 6th Album,SHINee,Electric,31,105.906,0.722,0.643,0.0,0.721,k-pop
151,2018-06-18,Like a V,PRISTIN V,Get It,61,99.021,0.463,0.883,0.0,0.439,k-pop
152,2018-07-03,'The Story of Light' EP.3 - The 6th Album,SHINee,Lock You Down - Special Track,31,119.967,0.769,0.769,0.0,0.873,k-pop
153,2018-07-20,SEE SEA,Hyolyn,SEE SEA,56,117.997,0.648,0.819,0.0,0.575,k-pop
154,2018-08-06,Summer Magic - Summer Mini Album,Red Velvet,Bad Boy - (English Version) [Bonus Track],61,150.011,0.723,0.726,0.0,0.839,k-pop
155,2018-09-03,'The Story of Light' EP.1 - The 6th Album,SHINee,데리러 가 Good Evening,53,119.979,0.678,0.809,0.0,0.561,k-pop
156,2018-09-13,Summer Magic - Summer Mini Album,Red Velvet,Power Up,66,159.998,0.732,0.934,0.00745,0.898,k-pop
157,2018-09-13,Lil' Touch - The 1st Single,Girls' Generation-Oh!GG,Lil’ Touch,64,112.11,0.791,0.789,0.0,0.669,k-pop
158,2018-09-13,Young & Free,XIUMIN,Young & Free,45,100.064,0.673,0.791,0.0,0.65,k-pop
159,2018-09-13,"Universe – Winter Special Album, 2017",EXO,지나갈 테니 Been Through,59,136.053,0.629,0.575,0.0,0.239,k-pop
160,2018-09-13,"Universe – Winter Special Album, 2017",EXO,Stay,48,111.996,0.792,0.741,1.46e-06,0.341,k-pop
161,2018-09-13,"Universe – Winter Special Album, 2017",EXO,Fall,51,137.873,0.665,0.586,0.0,0.343,k-pop
162,2018-09-13,Mama (The 1st Mini Album),EXO-K,What Is Love,51,131.919,0.728,0.714,0.0,0.785,k-pop
163,2018-09-13,The 2nd Mini Album 'Overdose',EXO-M,Overdose,48,164.035,0.418,0.923,0.0,0.523,chinese idol pop
164,2018-09-13,The 5th Mini Album 'CANVAS',NU'EST,Love Paint (every afternoon),45,147.024,0.619,0.949,0.0,0.596,k-pop
165,2018-09-13,JinSoul,LOOΠΔ,Singing in the Rain,4,137.996,0.566,0.762,1.35e-05,0.528,k-pop
166,2018-09-13,Offset,CHUNG HA,Roller Coaster,2,129.999,0.632,0.906,0.0,0.755,k-pop
167,2018-09-13,ALONE,SISTAR,Alone,54,114.979,0.762,0.961,0.0,0.885,k-pop
168,2018-09-13,All Mine,f(x),All Mine,49,127.974,0.585,0.85,0.0,0.648,k-pop
169,2018-09-13,The 2nd Mini Album 'Electric Shock',f(x),Electric Shock,56,125.029,0.757,0.898,7.85e-06,0.537,k-pop
170,2018-09-13,The 3rd Album 'Red Light',f(x),All Night,40,113.029,0.732,0.884,0.0,0.435,k-pop
171,2018-09-13,The 2nd Album 'Pink Tape',f(x),여우 같은 내 친구 (No More),31,135.028,0.738,0.879,0.0,0.83,k-pop
172,2018-09-13,The 2nd Album 'Pink Tape',f(x),Goodbye Summer (f(Amber+Luna+Krystal) (feat. D.O. of EXO-K)),49,84.995,0.658,0.672,0.0,0.421,k-pop
173,2018-09-13,'Hot Summer' f(x) 1st Album Repackage,f(x),피노키오 (Danger),34,118.023,0.844,0.888,0.0,0.879,k-pop
174,2018-09-13,'Hot Summer' f(x) 1st Album Repackage,f(x),Hot Summer,51,123.019,0.769,0.966,2.93e-05,0.783,k-pop
175,2018-09-14,We Young,CHANYEOL,We Young,58,82.016,0.692,0.71,0.0,0.681,k-pop
176,2018-09-16,1 of 1 - The 5th Album,SHINee,1 of 1,50,108.045,0.694,0.879,0.0,0.84,k-pop
177,2018-09-16,Free Somebody - The 1st Mini Album,LUNA,Keep On Doin',35,96.991,0.586,0.693,0.0,0.709,
178,2018-09-16,Mama (The 1st Mini Album),EXO-K,너의 세상으로 (Angel),0,83.939,0.55,0.805,0.0,0.619,k-pop
179,2018-09-16,1 of 1 - The 5th Album,SHINee,Prism,43,138.055,0.652,0.885,0.0,0.888,k-pop
180,2018-09-16,Mama (The 1st Mini Album),EXO-M,Mama (Chinese Version),38,89.997,0.634,0.95,2.5e-06,0.384,chinese idol pop
181,2018-09-16,The 2nd Mini Album 'Overdose',EXO-M,Moonlight,37,122.001,0.679,0.732,0.0,0.47,chinese idol pop
182,2018-09-16,VIXX 2016 CONCEPTION KER Special Package,VIXX,Milky Way,35,106.996,0.731,0.856,0.0,0.933,k-pop
183,2018-09-17,Free Somebody - The 1st Mini Album,LUNA,예쁜 소녀 I Wish,32,163.895,0.54,0.674,0.0,0.202,
184,2018-09-19,NCT #127 - The 1st Mini Album,NCT 127,Another World,46,139.97,0.723,0.872,0.0,0.895,k-pop
185,2018-09-19,NCT #127 - The 1st Mini Album,NCT 127,Wake Up,48,139.974,0.702,0.871,0.00154,0.575,k-pop
186,2018-09-26,Russian Roulette - The 3rd Mini Album,Red Velvet,러시안 룰렛 Russian Roulette,61,129.986,0.726,0.903,0.000225,0.958,k-pop
187,2018-09-28,Wow Thing,SEULGI,Wow Thing,61,104.043,0.703,0.894,0.0,0.737,k-pop
188,2018-10-04,Free Somebody - The 1st Mini Album,LUNA,Free Somebody,48,114.988,0.676,0.797,1.26e-06,0.546,
189,2018-10-04,miss me?,I.O.I,Very Very Very,62,102.986,0.744,0.963,2.46e-06,0.781,k-pop
190,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Regular - English Version,68,134.039,0.741,0.747,5.15e-06,0.831,k-pop
191,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Regular - Korean Version,58,133.998,0.733,0.801,0.0,0.878,k-pop
192,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Come Back,44,111.988,0.738,0.85,0.0,0.573,k-pop
193,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Run Back 2 U - Bonus Track,46,139.92,0.685,0.728,0.000415,0.335,k-pop
194,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,City 127,47,97.982,0.758,0.614,0.0,0.492,k-pop
195,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Fly Away With Me,47,88.979,0.665,0.726,0.0,0.454,k-pop
196,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Replay (PM 01:27),48,125.031,0.723,0.692,4.88e-05,0.3,k-pop
197,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Knock On,48,66.536,0.411,0.466,1.51e-06,0.354,k-pop
198,2018-10-12,NCT #127 Regular-Irregular - The 1st Album,NCT 127,My Van,43,136.946,0.723,0.65,0.000521,0.395,k-pop
199,2018-10-27,'The Story of Light' Epilogue - The 6th Album,SHINee,Retro,36,91.27,0.576,0.782,0.0,0.73,k-pop
200,2018-10-27,Erase,"Hyolyn, Jooyoung",Erase (feat.Iron),47,94.091,0.634,0.593,0.0,0.642,
201,2018-11-02,DON’T MESS UP MY TEMPO – The 5th Album,EXO,Tempo,70,115.944,0.686,0.842,0.0,0.519,k-pop
202,2018-11-02,DON’T MESS UP MY TEMPO – The 5th Album,EXO,Ooh La La La,56,165.15,0.65,0.648,0.0,0.61,k-pop
203,2018-11-02,DON’T MESS UP MY TEMPO – The 5th Album,EXO,Gravity,52,117.961,0.693,0.864,0.0,0.695,k-pop
