,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
0,2016-12-30,"For Life - Winter Special Album, 2016",EXO,For Life,2,91.736,0.517,0.353,6.35e-06,0.265,k-pop
1,2016-12-30,"For Life - Winter Special Album, 2016",EXO,Falling For You,0,99.501,0.698,0.867,0.0,0.883,k-pop
2,2016-12-30,"For Life - Winter Special Album, 2016",EXO,What I Want For Christmas,3,189.052,0.327,0.527,0.0,0.142,k-pop
3,2016-12-30,"For Life - Winter Special Album, 2016",EXO,Twenty Four,0,124.959,0.779,0.811,0.0,0.306,k-pop
4,2016-12-30,"For Life - Winter Special Album, 2016",EXO,Winter Heat,0,121.971,0.753,0.851,0.0,0.516,k-pop
5,2016-12-30,"For Life - Winter Special Album, 2016",EXO,一生一事 For Life - Chinese version,0,183.827,0.389,0.35,7.32e-06,0.261,k-pop
6,2016-12-30,"For Life - Winter Special Album, 2016",EXO,亿万分之一的奇迹 Falling For You - Chinese version,0,99.518,0.727,0.836,0.0,0.928,k-pop
7,2016-12-30,"For Life - Winter Special Album, 2016",EXO,再续冬季 What I Want For Christmas - Chinese version,0,95.125,0.616,0.562,0.0,0.185,k-pop
8,2016-12-30,"For Life - Winter Special Album, 2016",EXO,二十四小时 Twenty Four - Chinese version,0,125.039,0.776,0.788,0.0,0.436,k-pop
9,2016-12-30,"For Life - Winter Special Album, 2016",EXO,暖冬 Winter Heat - Chinese version,0,121.951,0.737,0.876,0.0,0.474,k-pop
10,2016-12-30,LOTTO - The 3rd Album Repackage,EXO,Lotto,1,99.996,0.798,0.867,0.0,0.702,k-pop
11,2016-12-30,LOTTO - The 3rd Album Repackage,EXO,Can’t Bring Me Down,0,87.003,0.597,0.938,0.0,0.743,k-pop
12,2016-12-30,LOTTO - The 3rd Album Repackage,EXO,꿈 She’s Dreaming,0,72.496,0.59,0.639,0.0,0.462,k-pop
13,2016-12-30,LOTTO - The 3rd Album Repackage,EXO,Lotto - Chinese Version,0,99.966,0.817,0.861,0.0,0.708,k-pop
14,2016-12-30,LOTTO - The 3rd Album Repackage,EXO,梦 She’s Dreaming - Chinese Version,0,145.06,0.58,0.646,0.0,0.514,k-pop
15,2016-12-30,LOTTO - The 3rd Album Repackage,EXO,Can’t Bring Me Down - Chinese Version,0,86.993,0.601,0.929,0.0,0.751,k-pop
16,2016-12-30,EX'ACT - The 3rd Album,EXO,Lucky One,1,120.951,0.731,0.787,0.0,0.799,k-pop
17,2016-12-30,EX'ACT - The 3rd Album,EXO,Monster,2,150.0,0.618,0.76,0.0,0.541,k-pop
18,2016-12-30,EX'ACT - The 3rd Album,EXO,Artificial Love,0,114.181,0.639,0.786,0.0,0.772,k-pop
19,2016-12-30,EX'ACT - The 3rd Album,EXO,Cloud 9,0,103.017,0.801,0.726,0.0,0.534,k-pop
20,2016-12-30,EX'ACT - The 3rd Album,EXO,Heaven,0,91.982,0.696,0.844,0.0,0.761,k-pop
21,2016-12-30,EX'ACT - The 3rd Album,EXO,백색소음 White Noise,0,209.456,0.375,0.845,0.0,0.75,k-pop
22,2016-12-30,EX'ACT - The 3rd Album,EXO,유리어항 One and Only,0,77.016,0.531,0.708,0.0,0.451,k-pop
23,2016-12-30,EX'ACT - The 3rd Album,EXO,They Never Know,0,129.896,0.611,0.796,0.0,0.485,k-pop
24,2016-12-30,EX'ACT - The 3rd Album,EXO,Stronger,0,102.157,0.469,0.315,0.0,0.358,k-pop
25,2016-12-30,EX'ACT - The 3rd Album,EXO,Lucky One - Chinese Version,0,121.058,0.715,0.787,0.0,0.776,k-pop
26,2016-12-30,EX'ACT - The 3rd Album,EXO,Monster - Chinese Version,0,149.965,0.616,0.778,0.0,0.466,k-pop
27,2016-12-30,EX'ACT - The 3rd Album,EXO,Artificial Love - Chinese Version,0,114.051,0.659,0.791,0.0,0.767,k-pop
28,2016-12-30,EX'ACT - The 3rd Album,EXO,Cloud 9 - Chinese Version,0,102.976,0.801,0.717,0.0,0.52,k-pop
29,2016-12-30,EX'ACT - The 3rd Album,EXO,Heaven - Chinese Version,0,91.947,0.66,0.863,0.0,0.763,k-pop
30,2016-12-30,EX'ACT - The 3rd Album,EXO,白色噪音 White Noise - Chinese Version,0,104.794,0.691,0.834,0.0,0.784,k-pop
31,2016-12-30,EX'ACT - The 3rd Album,EXO,玻璃鱼缸 One and Only - Chinese Version,0,76.991,0.549,0.705,0.0,0.43,k-pop
32,2016-12-30,EX'ACT - The 3rd Album,EXO,They Never Know - Chinese Version,0,130.55,0.484,0.811,0.0,0.38,k-pop
