,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
24,2015-06-13,Odd - The 4th Album,SHINee,View,0,123.953,0.728,0.801,0.0,0.656,k-pop
25,2015-09-01,"Here, Here And Here (Std. Version)",Meg & Dia,Fighting for Nothing,27,170.105,0.384,0.892,0.0,0.398,candy pop
26,2015-09-01,"Here, Here And Here (Std. Version)",Meg & Dia,"Here, Here and Here",24,174.007,0.351,0.843,1.89e-05,0.201,candy pop
27,2015-09-01,Something Real,Meg & Dia,Roses,20,159.826,0.455,0.729,0.0,0.36,candy pop
28,2015-09-01,Something Real,Meg & Dia,Nineteen Stars,18,148.074,0.463,0.833,0.0,0.386,candy pop
29,2015-09-01,Something Real,Meg & Dia,Getaways Turned Holidays,14,149.924,0.412,0.889,0.0,0.349,candy pop
30,2015-09-01,LOVE ME RIGHT - The 2nd Album Repackage,EXO,TENDER LOVE,0,117.987,0.744,0.856,0.0,0.868,k-pop
31,2015-09-01,LOVE ME RIGHT - The 2nd Album Repackage,EXO,LOVE ME RIGHT,1,110.04,0.625,0.83,0.0,0.757,k-pop
32,2015-09-02,A Fever You Can't Sweat Out,Panic! At The Disco,London Beckoned Songs About Money Written by Machines,56,169.918,0.514,0.933,0.0,0.603,baroque pop
33,2015-11-06,Dark Sky Paradise,Big Sean,I Know,68,119.976,0.744,0.334,0.0,0.27,detroit hip hop
34,2015-11-06,Emperor's New Clothes,Panic! At The Disco,Emperor's New Clothes,42,94.481,0.562,0.904,0.0,0.651,baroque pop
35,2015-11-07,Evolution,Ghost Town,Loner,0,113.971,0.789,0.829,3.12e-05,0.89,trancecore
36,2015-11-07,Party In The Graveyard,Ghost Town,Tentacles,27,154.876,0.484,0.835,0.0,0.162,trancecore
37,2015-11-14,Chained Up,VIXX,MAZE,32,123.002,0.704,0.891,0.0,0.715,k-pop
38,2015-11-28,LIGHTSABER,EXO,LIGHTSABER,0,139.986,0.649,0.832,0.0,0.58,k-pop
39,2015-12-10,The 1st Album 'XOXO' (Repackage),EXO,XOXO (Kisses & Hugs),0,93.94,0.708,0.689,0.0,0.563,k-pop
40,2015-12-10,The 1st Album 'XOXO' (Repackage),EXO,Black Pearl,0,137.046,0.556,0.829,2.97e-05,0.502,k-pop
41,2015-12-10,The 1st Album 'XOXO' (Repackage),EXO,Heart Attack,0,80.979,0.668,0.643,0.0,0.536,k-pop
42,2015-12-10,Mama (The 1st Mini Album),EXO-K,Machine,0,105.009,0.714,0.948,0.0,0.663,k-pop
43,2015-12-10,The 2nd Mini Album '중독 Overdose',EXO-K,"Love, Love, Love",0,130.036,0.647,0.879,0.0,0.538,k-pop
44,2015-12-10,The 2nd Mini Album '중독 Overdose',EXO-K,Thunder,0,97.98,0.722,0.771,0.0,0.773,k-pop
45,2015-12-10,The 2nd Mini Album '중독 Overdose',EXO-K,중독 Overdose,1,112.357,0.498,0.917,0.0,0.652,k-pop
46,2015-12-10,T R A P S O U L,Bryson Tiller,Don't,82,97.001,0.765,0.356,0.0,0.19,pop
47,2015-12-10,Chivalry Is Dead - Single,Trevor Wesley,Chivalry Is Dead,1,129.875,0.69,0.732,0.0,0.661,
48,2015-12-10,Tentacles (Acoustic),Ghost Town,Tentacles (Acoustic),18,149.908,0.528,0.476,0.0,0.301,trancecore
49,2015-12-21,"SING FOR YOU - Winter Special Album, 2015",EXO,불공평해 Unfair,1,97.984,0.668,0.877,0.0,0.781,k-pop
50,2015-12-23,4 Walls - The 4th Album,f(x),4 Walls,0,125.972,0.735,0.849,2.94e-05,0.223,k-pop
51,2016-01-09,The 3rd Album 'Red Light',f(x),All Night,0,113.029,0.732,0.884,0.0,0.435,k-pop
52,2016-01-09,The 2nd Album 'Pink Tape',f(x),첫 사랑니 (Rum Pum Pum Pum),0,119.984,0.774,0.819,1.72e-05,0.543,k-pop
53,2016-01-10,12월의 기적 Miracles in December,EXO,The Star,1,100.014,0.73,0.906,0.0,0.46,k-pop
54,2016-01-14,"SING FOR YOU - Winter Special Album, 2015",EXO,발자국 On the snow,1,170.095,0.539,0.698,0.0,0.464,k-pop
55,2016-01-14,"SING FOR YOU - Winter Special Album, 2015",EXO,Girl x Friend,0,94.278,0.493,0.846,0.0,0.433,k-pop
56,2016-01-14,"SING FOR YOU - Winter Special Album, 2015",EXO,Girl x Friend 女 x 友 - Chinese Version,0,94.474,0.473,0.853,0.0,0.425,k-pop
57,2016-01-16,Sherlock,SHINee,Sherlock (Clue + Note),0,107.013,0.64,0.937,0.0,0.316,k-pop
58,2016-01-16,Hot Issue,BIGBANG,Last Farewell,0,135.02,0.703,0.934,0.0,0.822,k-pop
59,2016-01-16,BIGBANG Special Edition,BIGBANG,Love Song,0,123.04,0.553,0.867,1.04e-05,0.309,k-pop
60,2016-01-16,BIGBANG Special Edition Still Alive 1,BIGBANG,Feeling,0,126.933,0.797,0.783,0.0,0.67,k-pop
61,2016-01-16,2gether,CNBLUE,Cinderella,0,119.985,0.68,0.858,0.0,0.722,k-pop
62,2016-05-26,Press It - The 1st Album,TAEMIN,Drip Drop,0,111.972,0.716,0.869,0.0,0.512,k-pop
63,2016-09-16,Views,Drake,Too Good,61,117.993,0.793,0.653,4.91e-05,0.393,canadian hip hop
64,2016-09-16,ANTI,Rihanna,Needed Me,50,110.898,0.671,0.314,0.0,0.296,barbadian pop
65,2016-09-16,ANTI (Deluxe),Rihanna,Goodnight Gotham,23,82.134,0.418,0.672,2.14e-06,0.353,barbadian pop
66,2016-09-21,INFINITE ONLY,INFINITE,The Eye,51,117.999,0.655,0.78,0.0,0.344,k-pop
67,2016-09-21,Russian Roulette - The 3rd Mini Album,Red Velvet,러시안 룰렛 Russian Roulette,0,129.986,0.726,0.903,0.000225,0.958,k-pop
68,2016-09-25,LOTTO - The 3rd Album Repackage,EXO,꿈 She’s Dreaming,0,72.496,0.59,0.639,0.0,0.462,k-pop
69,2016-09-25,LOTTO - The 3rd Album Repackage,EXO,梦 She’s Dreaming - Chinese Version,0,145.06,0.58,0.646,0.0,0.514,k-pop
70,2016-09-25,Love Comes (2010 voice),Teen Top,Love Comes,13,133.966,0.685,0.929,0.0,0.805,k-pop
71,2016-09-25,Goodbye (さよならひとり Korean Ver.),TAEMIN,Goodbye (さよならひとり Korean Ver.),0,91.958,0.545,0.693,0.0,0.646,k-pop
72,2016-09-25,130 Mood : TRBL,DEAN,Pour Up,60,126.949,0.89,0.501,0.0,0.758,k-pop
73,2016-09-25,130 Mood : TRBL,DEAN,Bonnie & Clyde,59,94.958,0.642,0.642,7.74e-06,0.475,k-pop
74,2016-09-25,I'm Not Sorry,DEAN,I'm Not Sorry,61,129.014,0.577,0.751,0.0,0.506,k-pop
75,2016-09-25,NCT #127 - The 1st Mini Album,NCT 127,소방차 Fire Truck,1,110.006,0.724,0.976,1.3e-05,0.626,k-pop
76,2016-09-25,EX'ACT - The 3rd Album,EXO,Lucky One,1,120.951,0.731,0.787,0.0,0.799,k-pop
77,2016-09-25,EX'ACT - The 3rd Album,EXO,Monster,2,150.0,0.618,0.76,0.0,0.541,k-pop
78,2016-09-25,EX'ACT - The 3rd Album,EXO,Artificial Love,0,114.181,0.639,0.786,0.0,0.772,k-pop
79,2016-09-25,EX'ACT - The 3rd Album,EXO,They Never Know,0,129.896,0.611,0.796,0.0,0.485,k-pop
80,2016-09-25,EX'ACT - The 3rd Album,EXO,Lucky One - Chinese Version,0,121.058,0.715,0.787,0.0,0.776,k-pop
81,2016-09-25,EX'ACT - The 3rd Album,EXO,Monster - Chinese Version,0,149.965,0.616,0.778,0.0,0.466,k-pop
82,2016-09-25,EX'ACT - The 3rd Album,EXO,Artificial Love - Chinese Version,0,114.051,0.659,0.791,0.0,0.767,k-pop
83,2016-09-25,EX'ACT - The 3rd Album,EXO,They Never Know - Chinese Version,0,130.55,0.484,0.811,0.0,0.38,k-pop
84,2016-09-25,EX'ACT - The 3rd Album,EXO,Heaven,0,91.982,0.696,0.844,0.0,0.761,k-pop
85,2016-09-25,EX'ACT - The 3rd Album,EXO,Heaven - Chinese Version,0,91.947,0.66,0.863,0.0,0.763,k-pop
86,2016-09-25,일곱 번째 감각 The 7th Sense,NCT U,"일곱 번째 감각 The 7th Sense (Sung by TAEYONG, MARK, JAEHYUN, DOYOUNG, TEN)",0,108.08,0.682,0.502,8.45e-06,0.218,k-pop
87,2016-09-29,LOVE ME RIGHT - The 2nd Album Repackage,EXO,EXODUS,0,99.994,0.695,0.82,0.0,0.824,k-pop
88,2016-09-29,LOVE ME RIGHT - The 2nd Album Repackage,EXO,EL DORADO,0,154.97,0.592,0.88,0.0,0.579,k-pop
89,2016-09-29,LOVE ME RIGHT - The 2nd Album Repackage,EXO,PLAYBOY,0,79.951,0.529,0.722,0.0,0.666,k-pop
90,2016-09-29,LOVE ME RIGHT - The 2nd Album Repackage (Chinese Version),EXO,EXODUS 逃脱 - Chinese Version,0,100.019,0.7,0.822,0.0,0.815,k-pop
91,2016-09-29,LOVE ME RIGHT - The 2nd Album Repackage (Chinese Version),EXO,EL DORADO 黄金国 - Chinese Version,0,154.944,0.584,0.868,0.0,0.574,k-pop
92,2016-09-29,LOVE ME RIGHT - The 2nd Album Repackage (Chinese Version),EXO,PLAYBOY 坏男孩 - Chinese Version,0,79.635,0.5,0.722,0.0,0.648,k-pop
93,2016-09-29,The 1st Album 'XOXO' (Repackage),EXO,My Lady,0,128.945,0.683,0.732,0.0,0.487,k-pop
94,2016-09-29,The 1st Album 'XOXO' (Repackage),EXO,My Lady (Chinese Version),0,128.946,0.668,0.749,0.0,0.492,k-pop
95,2016-10-05,The 5th Mini Album 'Everybody',SHINee,상사병 (Symptoms),0,119.796,0.595,0.854,0.0,0.543,k-pop
96,2016-10-14,SHINee WORLD IV – The 4th Concert Album,SHINee,Your Number - Korean Version / Bonus Track / Studio Version,0,101.02,0.673,0.88,0.0,0.847,k-pop
97,2016-10-16,Freal Luv (feat. Chanyeol & Tinashe),Far East Movement,Freal Luv (feat. Chanyeol & Tinashe),37,145.036,0.645,0.814,1.64e-06,0.519,dance pop
98,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,The One,0,132.943,0.665,0.861,0.0,0.717,k-pop
99,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,Hey Mama!,0,118.919,0.532,0.859,0.0,0.934,k-pop
100,2016-11-01,Hey Mama! – The 1st Mini Album,EXO-CBX,Cherish,0,115.019,0.639,0.894,0.0,0.877,k-pop
101,2016-11-10,Kratos,VIXX,The Closer,38,139.82,0.648,0.837,0.0,0.567,k-pop
102,2016-11-12,Hades,VIXX,Love Me Do,30,146.022,0.637,0.891,0.0,0.654,k-pop
103,2016-11-12,1 of 1 - The 5th Album,SHINee,투명 우산 Don’t Let Me Go,0,92.016,0.605,0.919,0.0,0.789,k-pop
104,2016-11-12,1 of 1 - The 5th Album,SHINee,SHIFT,0,124.973,0.731,0.875,0.0,0.698,k-pop
105,2016-12-10,Deadroses,blackbear,Deadroses,0,132.251,0.612,0.536,0.0,0.603,pop
106,2016-12-23,"For Life - Winter Special Album, 2016",EXO,Twenty Four,0,124.959,0.779,0.811,0.0,0.306,k-pop
107,2016-12-23,"For Life - Winter Special Album, 2016",EXO,二十四小时 Twenty Four - Chinese version,0,125.039,0.776,0.788,0.0,0.436,k-pop
108,2017-01-08,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,無限的我 무한적아; LIMITLESS,0,78.216,0.614,0.747,0.0,0.538,k-pop
109,2019-01-03,Trip,Jhené Aiko,Never Call Me,69,99.424,0.484,0.309,1.29e-06,0.13,alternative r&b
110,2019-01-03,RINA,Rina Sawayama,Cyber Stockholm Syndrome,53,139.007,0.527,0.672,0.0,0.259,alternative r&b
111,2019-01-03,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Regular - Korean Version,58,133.998,0.733,0.801,0.0,0.878,k-pop
112,2019-01-03,DON’T MESS UP MY TEMPO – The 5th Album,EXO,Tempo,70,115.944,0.686,0.842,0.0,0.519,k-pop
113,2019-01-03,DON’T MESS UP MY TEMPO – The 5th Album,EXO,Tempo - Chinese Version,41,115.96,0.703,0.831,0.0,0.574,k-pop
114,2019-01-03,NCT #127 - The 1st Mini Album,NCT 127,Another World,46,139.97,0.723,0.872,0.0,0.895,k-pop
115,2019-01-03,NCT #127 Regular-Irregular - The 1st Album,NCT 127,Regular - English Version,68,134.039,0.741,0.747,5.15e-06,0.831,k-pop
116,2019-01-03,NCT 2018 EMPATHY,NCT,BOSS,70,99.026,0.787,0.543,0.0,0.332,k-pop
117,2019-01-03,NCT 2018 EMPATHY,NCT,GO,62,131.985,0.76,0.928,0.0,0.673,k-pop
118,2019-01-03,The Perfect Red Velvet - The 2nd Album Repackage,Red Velvet,Bad Boy,74,149.985,0.714,0.736,0.0,0.814,k-pop
119,2019-01-03,Blooming Days - The 2nd Mini Album,EXO-CBX,花요일 Blooming Day,62,117.975,0.735,0.736,0.0,0.813,k-pop
120,2019-01-03,'The Story of Light' Epilogue - The 6th Album,SHINee,Good Evening,56,119.979,0.678,0.809,0.0,0.561,k-pop
121,2019-01-03,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,Baby Don’t Like It 나쁜 짓,0,96.711,0.699,0.555,0.0,0.374,k-pop
122,2019-01-03,Summer Magic - Summer Mini Album,Red Velvet,Bad Boy - (English Version) [Bonus Track],61,150.011,0.723,0.726,0.0,0.839,k-pop
123,2019-01-03,Chain,NCT 127,Chain,54,140.056,0.6,0.961,0.0,0.74,k-pop
124,2019-01-03,The First - The 1st Single Album,NCT DREAM,마지막 첫사랑 My First and Last,57,108.051,0.799,0.899,0.0,0.589,k-pop
125,2019-01-03,We Go Up - The 2nd Mini Album,NCT DREAM,Dear DREAM,56,93.023,0.677,0.624,6.41e-05,0.422,k-pop
126,2019-01-03,Summer Magic - Summer Mini Album,Red Velvet,Blue Lemonade,51,120.014,0.749,0.825,0.0,0.455,k-pop
127,2019-08-29,FANCY YOU,TWICE,FANCY,81,132.023,0.699,0.866,0.0,0.795,k-pop
