,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
0,2019-07-03,The 2nd Album 'Pink Tape',f(x),미행 (그림자 : Shadow),0,114.995,0.768,0.846,2.01e-05,0.828,k-pop
1,2019-07-03,The 2nd Mini Album '중독 Overdose',EXO-K,"Love, Love, Love",0,130.036,0.647,0.879,0.0,0.538,k-pop
2,2019-07-03,Odd - The 4th Album,SHINee,View,0,123.953,0.728,0.801,0.0,0.656,k-pop
3,2019-07-03,LOVE ME RIGHT - The 2nd Album Repackage,EXO,TENDER LOVE,0,117.987,0.744,0.856,0.0,0.868,k-pop
4,2019-07-03,NCT #127 - The 1st Mini Album,NCT 127,Switch - Bonus Track,0,112.046,0.871,0.65,0.0,0.421,k-pop
5,2019-07-03,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Summer 127,54,125.003,0.741,0.914,0.0,0.419,k-pop
6,2019-07-03,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,0 Mile,54,118.012,0.652,0.915,2.52e-05,0.849,k-pop
7,2019-07-03,NATURAL BORN TEEN TOP,Teen Top,ah-ah,39,128.031,0.674,0.833,0.0,0.41,k-pop
8,2019-07-03,The Perfect Red Velvet - The 2nd Album Repackage,Red Velvet,Bad Boy,74,149.985,0.714,0.736,0.0,0.814,k-pop
9,2019-07-03,THE WAR - The 4th Album,EXO,너의 손짓 Touch It,54,109.985,0.703,0.917,0.0,0.874,k-pop
10,2019-07-03,THE WAR - The 4th Album,EXO,소름 Chill,47,120.004,0.743,0.793,0.0,0.809,k-pop
11,2019-07-03,THE WAR - The 4th Album,EXO,Ko Ko Bop,71,145.983,0.749,0.85,4.81e-05,0.672,k-pop
12,2019-07-03,SEE SEA,Hyolyn,SEE SEA,56,117.997,0.648,0.819,0.0,0.575,k-pop
13,2019-07-03,'The Story of Light' EP.1 - The 6th Album,SHINee,데리러 가 Good Evening,53,119.979,0.678,0.809,0.0,0.561,k-pop
14,2019-07-03,Summer Magic - Summer Mini Album,Red Velvet,Power Up,66,159.998,0.732,0.934,0.00745,0.898,k-pop
15,2019-07-03,Young & Free,XIUMIN,Young & Free,45,100.064,0.673,0.791,0.0,0.65,k-pop
16,2019-07-03,NCT #127 - The 1st Mini Album,NCT 127,Another World,46,139.97,0.723,0.872,0.0,0.895,k-pop
17,2019-07-03,We Go Up - The 2nd Mini Album,NCT DREAM,We Go Up,67,122.067,0.893,0.77,0.0,0.349,k-pop
18,2019-07-03,We Go Up - The 2nd Mini Album,NCT DREAM,We Go Up - Chinese Version,39,122.016,0.898,0.764,0.0,0.436,k-pop
19,2019-07-03,The Day,DAY6,Free하게 Freely,0,127.012,0.666,0.898,0.0,0.581,k-pop
20,2019-07-03,Summer Magic - Summer Mini Album,Red Velvet,Blue Lemonade,51,120.014,0.749,0.825,0.0,0.455,k-pop
21,2019-07-03,We Go Up - The 2nd Mini Album,NCT DREAM,"1, 2, 3",56,124.99,0.82,0.63,0.0,0.953,k-pop
22,2019-07-03,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,NCT 127,FOOL,51,114.916,0.774,0.772,4.34e-05,0.95,k-pop
23,2019-07-03,Head In The Clouds,88rising,Midsummer Madness,80,89.968,0.409,0.678,4.76e-06,0.168,pop
24,2019-07-03,BALLADS 1,Joji,CAN'T GET OVER YOU (feat. Clams Casino),78,129.914,0.9,0.316,0.0771,0.844,alternative r&b
25,2019-07-03,BALLADS 1,Joji,NO FUN,74,96.974,0.809,0.483,0.0,0.715,alternative r&b
26,2019-07-03,Trip,Jhené Aiko,Sativa,76,125.99,0.741,0.61,0.0,0.72,alternative r&b
27,2019-07-03,Good For You,Aminé,Heebiejeebies - Bonus,72,107.045,0.766,0.5,0.0,0.495,hip hop
28,2019-07-03,Head In The Clouds,88rising,History,73,74.982,0.554,0.589,0.000257,0.414,pop
29,2019-07-03,COLORS,Hikaru Utada,Simple And Clean,56,88.012,0.592,0.885,0.000134,0.548,j-pop
30,2019-07-03,Partie Traumatic (Non EU),Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You,0,125.321,0.48,0.929,0.0,0.799,alternative dance
31,2019-07-03,Liquor,Lydia,Sunlight,46,112.039,0.697,0.565,0.0,0.843,dreamo
32,2019-07-03,Ixora,Copeland,Chiromancer (feat. Steff Koeppen),23,92.212,0.441,0.79,4.73e-06,0.293,chamber pop
33,2019-07-03,You Are My Sunshine,Copeland,Good Morning Fire Eater,37,130.588,0.269,0.783,0.437,0.381,chamber pop
34,2019-07-03,Warm On A Cold Night (Deluxe),HONNE,Coastal Love,40,120.029,0.709,0.682,8.6e-06,0.747,uk pop
35,2019-07-03,Truant Wave EP,Patrick Stump,As Long As I Know I'm Getting Paid,23,120.027,0.644,0.972,2.77e-06,0.534,neon pop punk
36,2019-07-03,The Weekend (Funk Wav Remix),SZA,The Weekend - Funk Wav Remix,78,101.925,0.775,0.573,0.0,0.667,alternative r&b
37,2019-07-03,Flower Boy,"Tyler, The Creator",See You Again (feat. Kali Uchis),80,78.558,0.558,0.559,7.49e-06,0.62,hip hop
38,2019-07-03,Summer Magic - Summer Mini Album,Red Velvet,Bad Boy - (English Version) [Bonus Track],61,150.011,0.723,0.726,0.0,0.839,k-pop
39,2019-07-03,SATURATION II,BROCKHAMPTON,SUMMER,68,79.955,0.497,0.55,0.049,0.542,boy band
40,2019-07-03,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,90,89.911,0.76,0.479,0.0,0.913,dfw rap
41,2019-07-03,Paramore,Paramore,Ain't It Fun,74,104.031,0.61,0.893,4.41e-05,0.673,candy pop
42,2019-07-03,'The Story of Light' EP.3 - The 6th Album,SHINee,Lock You Down - Special Track,31,119.967,0.769,0.769,0.0,0.873,k-pop
43,2019-07-03,SATURATION III,BROCKHAMPTON,RENTAL,68,82.012,0.672,0.452,0.0,0.514,boy band
44,2019-07-03,Triggered (freestyle),Jhené Aiko,Triggered (freestyle),77,89.484,0.471,0.411,0.0,0.363,alternative r&b
45,2019-07-03,Get Wet,Krewella,Alive,55,127.976,0.671,0.828,0.00287,0.57,big room
46,2019-07-07,Beneath Medicine Tree,Copeland,California,28,122.406,0.226,0.267,0.000323,0.108,chamber pop
47,2019-07-07,Beneath Medicine Tree,Copeland,Coffee,31,132.112,0.611,0.458,5.77e-05,0.0998,chamber pop
