,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
21,2018-12-27,일곱 번째 감각 The 7th Sense,NCT U,"일곱 번째 감각 The 7th Sense (Sung by TAEYONG, MARK, JAEHYUN, DOYOUNG, TEN)",0,108.08,0.682,0.502,8.45e-06,0.218,k-pop
22,2018-12-27,Summer Magic - Summer Mini Album,Red Velvet,Bad Boy - (English Version) [Bonus Track],61,150.011,0.723,0.726,0.0,0.839,k-pop
23,2018-12-27,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,無限的我 무한적아; LIMITLESS,0,78.216,0.614,0.747,0.0,0.538,k-pop
24,2018-12-27,Chain,NCT 127,Chain,54,140.056,0.6,0.961,0.0,0.74,k-pop
25,2018-12-27,The First - The 1st Single Album,NCT DREAM,마지막 첫사랑 My First and Last,57,108.051,0.799,0.899,0.0,0.589,k-pop
26,2018-12-27,We Go Up - The 2nd Mini Album,NCT DREAM,We Go Up - Chinese Version,39,122.016,0.898,0.764,0.0,0.436,k-pop
27,2018-12-27,Chain,NCT 127,Come Back,39,112.0,0.719,0.85,0.0,0.608,k-pop
28,2018-12-27,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,0 Mile,54,118.012,0.652,0.915,2.52e-05,0.849,k-pop
29,2018-12-27,EX'ACT - The 3rd Album,EXO,They Never Know,0,129.896,0.611,0.796,0.0,0.485,k-pop
30,2018-12-27,Chewing Gum,NCT DREAM,Chewing Gum,58,103.977,0.774,0.8,0.0,0.931,k-pop
31,2018-12-27,Chewing Gum,NCT DREAM,Chewing Gum - Chinese Version,33,104.0,0.794,0.769,0.0,0.95,k-pop
32,2018-12-27,We Go Up - The 2nd Mini Album,NCT DREAM,Dear DREAM,56,93.023,0.677,0.624,6.41e-05,0.422,k-pop
33,2018-12-27,The First - The 1st Single Album,NCT DREAM,最后的初恋 My First and Last - Chinese Version,34,108.02,0.801,0.885,0.0,0.571,k-pop
34,2018-12-27,Kratos,VIXX,The Closer,38,139.82,0.648,0.837,0.0,0.567,k-pop
35,2018-12-27,The 2nd Album ‘EXODUS’,EXO,CALL ME BABY,68,100.03,0.692,0.886,0.0,0.879,k-pop
36,2018-12-27,The 2nd Album ‘EXODUS’ (Chinese Version),EXO,CALL ME BABY (叫我) - Chinese Version,34,99.998,0.698,0.901,0.0,0.827,k-pop
37,2018-12-29,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,Whiplash,59,99.984,0.815,0.767,0.0,0.76,k-pop
38,2018-12-29,Summer Magic - Summer Mini Album,Red Velvet,Blue Lemonade,51,120.014,0.749,0.825,0.0,0.455,k-pop
39,2018-12-29,Russian Roulette - The 3rd Mini Album,Red Velvet,러시안 룰렛 Russian Roulette,61,129.986,0.726,0.903,0.000225,0.958,k-pop
40,2019-01-07,EX'ACT - The 3rd Album,EXO,Monster,73,150.0,0.618,0.76,0.0,0.541,k-pop
41,2019-01-14,Eau De Vixx,VIXX,Odd Sense,34,150.042,0.636,0.872,0.0,0.713,k-pop
42,2019-01-16,Perfect Velvet - The 2nd Album,Red Velvet,피카부 Peek-A-Boo,70,114.953,0.839,0.902,0.00257,0.639,k-pop
43,2019-01-17,The Vision - The 1st Digital EP,WayV,Regular,55,134.02,0.715,0.789,0.0,0.866,chinese idol pop
44,2019-01-20,NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,Good Thing,53,109.965,0.743,0.8,2.11e-05,0.766,k-pop
45,2019-01-30,EXO PLANET #4–The EℓyXiOn [dot]–Live Album,EXO,Heaven - Live,35,91.934,0.651,0.923,0.0,0.53,k-pop
46,2019-02-11,WANT - The 2nd Mini Album,TAEMIN,WANT,65,104.943,0.64,0.757,0.0,0.413,k-pop
47,2019-02-19,RBB - The 5th Mini Album,Red Velvet,So Good,51,153.899,0.567,0.863,0.0,0.618,k-pop
48,2019-02-25,Face My Fears,Hikaru Utada,Face My Fears - English Version,66,159.965,0.628,0.751,0.0,0.44,j-pop
49,2019-02-25,初恋,Hikaru Utada,Too Proud featuring Jevon,40,145.918,0.697,0.472,7.3e-05,0.662,j-pop
50,2019-04-07,Wakey-Wakey,NCT 127,Wakey-Wakey,0,140.041,0.71,0.742,0.0,0.638,k-pop
51,2019-04-07,Purple,SOHLHEE,Purple,51,112.042,0.756,0.661,0.0,0.326,
52,2019-04-18,Awaken,NCT 127,Lips,51,101.036,0.853,0.725,0.0,0.383,k-pop
53,2019-04-18,Awaken,NCT 127,End to Start,49,108.002,0.742,0.631,0.0,0.306,k-pop
54,2019-07-10,City Lights - The 1st Mini Album,BAEKHYUN,UN Village,70,83.985,0.674,0.589,0.0,0.577,k-pop
55,2019-07-10,City Lights - The 1st Mini Album,BAEKHYUN,Stay Up,58,154.881,0.667,0.812,0.0,0.704,k-pop
56,2019-07-10,City Lights - The 1st Mini Album,BAEKHYUN,Betcha,61,101.924,0.684,0.705,0.0,0.529,k-pop
57,2019-07-10,City Lights - The 1st Mini Album,BAEKHYUN,Ice Queen,55,105.027,0.643,0.797,0.0,0.513,k-pop
58,2019-07-10,City Lights - The 1st Mini Album,BAEKHYUN,Diamond,55,135.971,0.606,0.797,0.0,0.429,k-pop
59,2019-07-10,City Lights - The 1st Mini Album,BAEKHYUN,Psycho - Bonus Track,56,109.708,0.449,0.896,0.0,0.502,k-pop
60,2019-07-18,Long Flight,TAEYONG,Long Flight,63,148.065,0.688,0.861,1.47e-06,0.875,
61,2019-08-28,We Boom - The 3rd Mini Album,NCT DREAM,BOOM,75,119.969,0.914,0.516,0.0,0.702,k-pop
62,2019-08-28,What a life - The 1st Mini Album,EXO-SC,What a life,67,135.029,0.862,0.782,0.0,0.847,k-pop
63,2019-08-28,What a life - The 1st Mini Album,EXO-SC,Roller coaster,50,134.038,0.808,0.712,0.0,0.736,k-pop
