,Date Added,Album Title,Artist Name,Track,Popularity,Tempo,Danceability,Energy,Instrumentalness,Valence,Genre
19,2018-07-14,Scorpion,Drake,Nice For What,9,93.469,0.7,0.909,0.000114,0.757,canadian hip hop
20,2018-07-14,ANTI (Deluxe),Rihanna,Needed Me,31,110.898,0.671,0.314,0.0,0.296,barbadian pop
21,2018-07-14,ANTI (Deluxe),Rihanna,Pose,24,145.918,0.685,0.852,0.00135,0.77,barbadian pop
22,2018-07-14,Like That,Kris Wu,Like That,47,110.059,0.823,0.447,1.48e-05,0.413,chinese hip hop
23,2018-07-14,Good For You,Aminé,Heebiejeebies - Bonus,72,107.045,0.766,0.5,0.0,0.495,hip hop
24,2018-07-14,T R A P S O U L,Bryson Tiller,Don't,82,97.001,0.765,0.356,0.0,0.19,pop
25,2018-07-14,Foreign,Trey Songz,Foreign,23,123.877,0.752,0.634,0.0,0.683,dance pop
26,2018-07-14,Take Care (Deluxe),Drake,Crew Love,70,160.152,0.418,0.546,0.0,0.294,canadian hip hop
27,2018-07-14,Take Care (Deluxe),Drake,Headlines,74,151.894,0.636,0.566,0.000353,0.425,canadian hip hop
28,2018-07-14,Take Care (Deluxe),Drake,The Motto,74,201.8,0.766,0.442,6.12e-05,0.39,canadian hip hop
29,2018-07-14,Views,Drake,Too Good,74,117.993,0.793,0.653,4.91e-05,0.393,canadian hip hop
30,2018-07-14,SOJU (feat. 2 Chainz),Jay Park,SOJU,0,121.991,0.811,0.528,0.0,0.223,k-hop
31,2018-07-14,Nightride,Tinashe,Sacrifices,47,113.945,0.709,0.538,0.0117,0.385,alternative r&b
32,2018-07-14,Nightride,Tinashe,Ride Of Your Life,41,86.517,0.732,0.457,0.0015,0.41,alternative r&b
33,2018-07-14,Aquarius,Tinashe,Cold Sweat,7,130.219,0.711,0.413,0.000226,0.295,alternative r&b
34,2018-07-14,Aquarius,Tinashe,2 On (feat. ScHoolboy Q),11,100.961,0.746,0.582,0.0,0.43,alternative r&b
35,2018-07-14,Aquarius,Tinashe,Far Side Of The Moon,2,82.971,0.627,0.751,9.64e-05,0.741,alternative r&b
36,2018-07-20,Ask Bout Me,Jay Park,Yacht (feat. Vic Mensa),47,79.912,0.73,0.725,0.0,0.752,k-hop
37,2018-08-21,ONEPOINTFIVE,Aminé,REEL IT IN,80,128.981,0.754,0.342,0.0,0.423,hip hop
38,2018-08-21,Good For You,Aminé,Caroline,78,120.041,0.941,0.335,0.0,0.707,hip hop
39,2018-08-21,Good For You,Aminé,Spice Girl,73,78.1,0.693,0.464,0.0,0.868,hip hop
40,2018-08-25,Good For You,Aminé,Wedding Crashers,59,135.99,0.852,0.498,0.0,0.934,hip hop
41,2018-08-27,The Pinkprint (Deluxe Edition),Nicki Minaj,Trini Dem Girls,43,109.963,0.838,0.736,0.00671,0.328,dance pop
42,2018-08-29,Head In The Clouds,88rising,History,73,74.982,0.554,0.589,0.000257,0.414,pop
43,2018-09-01,Late Nights: The Album,Jeremih,oui,77,78.521,0.418,0.724,0.0,0.604,chicago rap
44,2018-09-05,REDMERCEDES,Aminé,REDMERCEDES,66,101.997,0.816,0.63,0.0304,0.599,hip hop
45,2018-09-12,DAMN.,Kendrick Lamar,LOVE. FEAT. ZACARI.,82,126.058,0.8,0.585,0.0,0.779,conscious hip hop
46,2018-09-14,Freedom (feat. Jhené Aiko),Kris Wu,Freedom (feat. Jhené Aiko),38,100.037,0.745,0.389,0.0,0.153,chinese hip hop
47,2018-09-18,ASTROWORLD,Travis Scott,SICKO MODE,89,155.008,0.834,0.73,0.0,0.446,rap
48,2018-11-25,Unapologetic (Deluxe),Rihanna,Pour It Up,63,134.002,0.785,0.478,0.0,0.39,barbadian pop
49,2018-11-25,Talk That Talk (Deluxe),Rihanna,You Da One,58,127.05,0.702,0.715,2.44e-05,0.863,barbadian pop
50,2018-11-25,Views,Drake,Too Good,61,117.993,0.793,0.653,4.91e-05,0.393,canadian hip hop
51,2018-11-30,TWENTY88,TWENTY88,On The Way,57,130.073,0.649,0.683,0.0,0.33,alternative r&b
52,2018-12-01,Without Warning,Offset,Ric Flair Drip (& Metro Boomin),83,100.007,0.88,0.428,5.07e-05,0.333,atl hip hop
53,2019-01-04,SweetSexySavage (Deluxe),Kehlani,Undercover,57,145.025,0.721,0.593,0.0,0.721,alternative r&b
54,2019-04-17,Ctrl,SZA,Anything,59,151.582,0.665,0.488,0.000647,0.549,alternative r&b
55,2019-08-14,Tina Snow,Megan Thee Stallion,Big Ole Freak,74,142.979,0.799,0.699,0.0,0.627,houston rap
56,2019-08-14,Fever,Megan Thee Stallion,Realer,64,117.064,0.934,0.631,0.0,0.437,houston rap
57,2019-08-14,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),82,98.985,0.872,0.814,1.96e-06,0.57,houston rap
58,2019-08-14,Pretty Girls Like Trap Music,2 Chainz,It's A Vibe,76,73.003,0.822,0.505,0.000911,0.523,atl hip hop
59,2019-10-14,Over It,Summer Walker,I'll Kill You (feat. Jhené Aiko),77,104.049,0.679,0.443,0.0,0.363,alternative r&b
60,2019-10-14,Over It,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,83,115.918,0.726,0.408,0.0,0.459,alternative r&b
61,2019-11-02,Not Enough (feat. THEY.),Lido,Not Enough (feat. THEY.),42,109.993,0.741,0.835,0.0,0.605,norwegian hip hop
62,2019-12-06,Heartless,The Weeknd,Heartless,94,169.954,0.531,0.75,7.6e-05,0.198,canadian contemporary r&b
